employee_id,department,level,tenure_years,salary,performance_tier,flight_risk_score,ai_displacement_score,skills,manager_id,employment_type,location
EMP14253,Operations,Manager,7.2,111214,Meets,0.63,0.81,"Stakeholder Communication, SQL",EMP4278,FTE,Toronto
EMP14254,Technology,Analyst,12.3,55518,Meets,0.42,0.4,"Natural Language Processing, Cloud Computing",EMP7613,FTE,Vancouver
EMP14255,Operations,C-Suite,3.7,488418,Meets,0.02,0.63,"Compliance, SQL, Data Analysis, Stakeholder Communication, Excel Advanced",,FTE,Montreal
EMP14256,Finance & Risk,Manager,1.0,125878,Developing,0.76,0.77,"Cloud Computing, Financial Modelling, Process Automation",EMP9848,FTE,Montreal
EMP14257,Operations,Senior Manager,9.9,157327,Developing,0.08,0.95,"Stakeholder Communication, Cloud Computing, Power BI",EMP9468,FTE,Vancouver
EMP14258,Operations,Manager,0.2,130979,Meets,0.64,0.76,"Strategic Planning, Project Management, Machine Learning, Change Management, SQL",EMP1700,FTE,Montreal
EMP14259,Customer Experience,Senior Analyst,2.4,92026,Exceeds,0.24,0.43,"Power BI, Agile",EMP3609,FTE,Toronto
EMP14260,Human Resources,Senior Analyst,3.7,93450,Low,0.36,0.38,"Change Management, Natural Language Processing, Data Analysis, Python",EMP5537,FTE,Toronto
EMP14261,Technology,Director,0.9,175389,Low,0.81,0.29,"Cloud Computing, Machine Learning, Strategic Planning, Agile",EMP3596,FTE,Montreal
EMP14262,Customer Experience,Analyst,3.8,66972,Meets,0.43,0.59,"Strategic Planning, Power BI, Risk Assessment, SQL",EMP4507,FTE,Vancouver
EMP14263,Sales & Distribution,Senior Analyst,1.1,78910,Developing,0.33,0.58,"Project Management, Cloud Computing, Financial Modelling",EMP7672,FTE,Vancouver
EMP14264,Customer Experience,Manager,2.9,122660,Exceeds,0.03,0.35,"SQL, Financial Modelling, Risk Assessment, Compliance",EMP1806,FTE,Calgary
EMP14265,Operations,Manager,3.2,108937,Meets,0.24,0.82,"Financial Modelling, Agile, Risk Assessment, Excel Advanced",EMP4992,FTE,Vancouver
EMP14266,Customer Experience,Senior Analyst,0.2,76080,Exceeds,0.44,0.53,"Excel Advanced, Financial Modelling, Stakeholder Communication, Natural Language Processing",EMP8420,FTE,Vancouver
EMP14267,Finance & Risk,Manager,1.9,123381,Exceeds,0.9,0.56,"Power BI, Financial Modelling, Risk Assessment, Python",EMP9777,Contract,Remote
EMP14268,Finance & Risk,Manager,1.0,124591,Meets,0.09,0.66,"Stakeholder Communication, Risk Assessment, Change Management, Process Automation",EMP7182,FTE,Toronto
EMP14269,Operations,Analyst,6.7,59788,Meets,0.12,0.85,"Natural Language Processing, Python, SQL, Strategic Planning, Financial Modelling",EMP9471,FTE,Toronto
EMP14270,Sales & Distribution,Manager,1.7,123177,Top,0.98,0.6,"Machine Learning, Data Analysis, Strategic Planning, Financial Modelling, Excel Advanced",EMP7734,FTE,Toronto
EMP14271,Operations,Analyst,6.2,73128,Exceeds,0.08,0.79,"Process Automation, Risk Assessment",EMP9042,FTE,Montreal
EMP14272,Finance & Risk,Director,0.6,198046,Meets,0.47,0.5,"Strategic Planning, Change Management",EMP6223,FTE,Toronto
EMP14273,Finance & Risk,Senior Manager,10.4,153002,Developing,0.12,0.69,"Data Analysis, Natural Language Processing, Agile, Excel Advanced, Cloud Computing",EMP9231,FTE,Calgary
EMP14274,Human Resources,Analyst,0.5,58962,Meets,0.41,0.45,"Stakeholder Communication, Natural Language Processing",EMP7015,FTE,Toronto
EMP14275,Sales & Distribution,Analyst,9.0,65409,Top,0.84,0.51,"Cloud Computing, Excel Advanced, Stakeholder Communication, Strategic Planning",EMP8778,FTE,Vancouver
EMP14276,Human Resources,Manager,6.8,101119,Top,0.61,0.39,"Data Analysis, Power BI, Risk Assessment, Strategic Planning, Stakeholder Communication",EMP6153,FTE,Vancouver
EMP14277,Compliance & Legal,VP,8.0,313391,Meets,0.27,0.77,"Change Management, Data Analysis",EMP1469,FTE,Remote
EMP14278,Customer Experience,Senior Analyst,6.9,80673,Top,0.54,0.57,"Power BI, Risk Assessment",EMP2299,FTE,Vancouver
EMP14279,Customer Experience,Analyst,3.9,69822,Meets,0.21,0.69,"Change Management, Cloud Computing, Excel Advanced, Process Automation",EMP2497,FTE,Toronto
EMP14280,Operations,Manager,3.6,121124,Exceeds,0.36,0.74,"Cloud Computing, Power BI, Financial Modelling, Stakeholder Communication, Change Management",EMP6930,FTE,Calgary
EMP14281,Operations,Analyst,6.0,62017,Exceeds,0.24,0.62,"Agile, Data Analysis, Stakeholder Communication",EMP4184,FTE,Vancouver
EMP14282,Technology,Manager,20.7,112925,Meets,0.07,0.46,"Change Management, Strategic Planning, Excel Advanced, Data Analysis, Compliance",EMP2889,FTE,Calgary
EMP14283,Finance & Risk,Analyst,2.5,69012,Developing,0.29,0.45,"Risk Assessment, Agile",EMP4654,Contract,Vancouver
EMP14284,Operations,Analyst,4.2,65086,Exceeds,0.7,0.66,"Machine Learning, Financial Modelling, Agile, Natural Language Processing, Process Automation",EMP1926,Contract,Toronto
EMP14285,Customer Experience,Manager,4.3,123547,Exceeds,0.64,0.79,"Process Automation, Risk Assessment, Python, Power BI",EMP3675,FTE,Toronto
EMP14286,Sales & Distribution,Manager,0.2,127239,Meets,0.58,0.5,"Data Analysis, Python, Financial Modelling, SQL, Stakeholder Communication",EMP7571,FTE,Remote
EMP14287,Customer Experience,Senior Analyst,0.3,88052,Top,0.01,0.65,"Change Management, Risk Assessment",EMP7866,FTE,Remote
EMP14288,Sales & Distribution,Senior Analyst,1.0,90418,Developing,0.2,0.79,"Machine Learning, Python, Project Management, Natural Language Processing",EMP4868,FTE,Vancouver
EMP14289,Sales & Distribution,C-Suite,5.0,436402,Meets,0.28,0.55,"Project Management, Strategic Planning, Natural Language Processing",,Contract,Vancouver
EMP14290,Operations,Analyst,0.3,66319,Meets,0.43,0.79,"Power BI, Cloud Computing, Process Automation, Python",EMP3165,FTE,Montreal
EMP14291,Operations,Manager,5.0,123774,Top,0.36,0.66,"Process Automation, Risk Assessment, Compliance, Excel Advanced",EMP9656,FTE,Calgary
EMP14292,Finance & Risk,Manager,1.0,119546,Top,0.85,0.42,"Change Management, Strategic Planning, Financial Modelling",EMP5416,FTE,Vancouver
EMP14293,Strategy & Analytics,Manager,0.2,103322,Meets,0.64,0.38,"Strategic Planning, Natural Language Processing",EMP9490,FTE,Montreal
EMP14294,Technology,VP,0.7,258574,Developing,0.48,0.26,"Power BI, Python, Excel Advanced",EMP5674,FTE,Montreal
EMP14295,Customer Experience,Analyst,5.1,74696,Meets,0.42,0.47,"Python, Cloud Computing, SQL, Stakeholder Communication, Project Management",EMP5467,FTE,Toronto
EMP14296,Compliance & Legal,Analyst,1.7,68425,Meets,1.0,0.53,"Cloud Computing, Stakeholder Communication, Compliance, Financial Modelling",EMP5542,Contract,Vancouver
EMP14297,Sales & Distribution,Director,1.7,196749,Meets,0.14,0.71,"Compliance, Change Management",EMP1119,FTE,Vancouver
EMP14298,Sales & Distribution,VP,1.4,289406,Low,0.95,0.48,"Agile, Machine Learning, Power BI, Data Analysis",EMP7096,FTE,Vancouver
EMP14299,Technology,Manager,4.0,100683,Meets,0.45,0.47,"Risk Assessment, Strategic Planning",EMP3840,Contract,Vancouver
EMP14300,Sales & Distribution,Senior Manager,1.0,154190,Top,0.35,0.66,"Process Automation, Change Management, Agile, Machine Learning, Python",EMP8851,FTE,Toronto
EMP14301,Finance & Risk,Senior Analyst,7.8,93554,Exceeds,0.27,0.63,"SQL, Change Management, Cloud Computing, Machine Learning, Natural Language Processing",EMP4710,FTE,Vancouver
EMP14302,Customer Experience,Analyst,1.6,68554,Low,0.66,0.6,"Project Management, Agile, SQL",EMP5965,FTE,Montreal
EMP14303,Finance & Risk,Analyst,0.2,73168,Meets,0.7,0.55,"Excel Advanced, Compliance, Process Automation, Financial Modelling, Agile",EMP1496,FTE,Toronto
EMP14304,Operations,VP,7.1,226982,Exceeds,0.59,0.95,"Power BI, Process Automation, Python, SQL",EMP2784,FTE,Vancouver
EMP14305,Technology,Manager,11.5,125684,Low,0.21,0.18,"Stakeholder Communication, Financial Modelling",EMP5172,Contract,Toronto
EMP14306,Technology,Analyst,2.2,73354,Exceeds,0.2,0.45,"Data Analysis, Excel Advanced, Machine Learning",EMP7313,FTE,Toronto
EMP14307,Operations,Manager,3.3,110897,Meets,0.06,0.65,"Python, SQL",EMP3775,Contract,Toronto
EMP14308,Customer Experience,Senior Analyst,4.4,84663,Exceeds,0.29,0.56,"Compliance, Machine Learning",EMP6132,FTE,Toronto
EMP14309,Human Resources,Manager,5.8,107609,Developing,0.31,0.44,"Strategic Planning, Agile, Natural Language Processing, Python, Power BI",EMP3859,FTE,Calgary
EMP14310,Customer Experience,Senior Manager,3.3,139693,Exceeds,0.04,0.45,"Financial Modelling, Strategic Planning, Machine Learning",EMP6385,FTE,Calgary
EMP14311,Operations,Analyst,3.1,68649,Developing,0.36,0.59,"Compliance, Power BI, Financial Modelling, Risk Assessment",EMP7196,FTE,Remote
EMP14312,Customer Experience,VP,5.6,312937,Exceeds,0.08,0.68,"Python, Agile, Project Management, Strategic Planning",EMP1227,FTE,Vancouver
EMP14313,Technology,Manager,6.4,127458,Exceeds,0.54,0.48,"Financial Modelling, Stakeholder Communication, Power BI, Risk Assessment, Natural Language Processing",EMP3302,FTE,Montreal
EMP14314,Finance & Risk,Manager,7.6,108194,Exceeds,0.18,0.63,"Agile, SQL, Natural Language Processing, Strategic Planning",EMP2008,FTE,Calgary
EMP14315,Operations,VP,7.9,270647,Meets,0.27,0.68,"Agile, Compliance, Project Management",EMP1848,FTE,Montreal
EMP14316,Customer Experience,Senior Analyst,1.6,81062,Developing,0.56,0.54,"Process Automation, Risk Assessment",EMP6471,Contract,Toronto
EMP14317,Customer Experience,Analyst,5.5,72507,Developing,0.32,0.48,"Project Management, Agile, Change Management, Excel Advanced, Power BI",EMP1038,FTE,Remote
EMP14318,Technology,Senior Manager,0.4,154827,Exceeds,0.17,0.33,"Cloud Computing, Power BI, Agile, Python",EMP5011,FTE,Toronto
EMP14319,Technology,Manager,8.1,116993,Meets,0.02,0.43,"Data Analysis, Excel Advanced, Natural Language Processing, Compliance",EMP3270,FTE,Toronto
EMP14320,Operations,Director,4.1,219642,Exceeds,0.41,0.76,"Excel Advanced, SQL, Natural Language Processing, Data Analysis, Risk Assessment",EMP1378,FTE,Montreal
EMP14321,Technology,Manager,7.2,127516,Exceeds,0.63,0.44,"Cloud Computing, Risk Assessment, Power BI, Financial Modelling",EMP3548,FTE,Calgary
EMP14322,Operations,Senior Analyst,3.2,94717,Meets,0.54,0.72,"Financial Modelling, Compliance, Project Management, Agile",EMP3092,FTE,Montreal
EMP14323,Operations,Analyst,11.2,58535,Meets,0.13,0.71,"Risk Assessment, Machine Learning, Process Automation",EMP6815,Contract,Toronto
EMP14324,Finance & Risk,Senior Analyst,3.8,97131,Low,0.25,0.7,"Risk Assessment, Data Analysis, Agile, Natural Language Processing",EMP4930,FTE,Montreal
EMP14325,Customer Experience,Analyst,0.8,65058,Developing,0.21,0.54,"Change Management, Project Management, Data Analysis",EMP6420,FTE,Calgary
EMP14326,Operations,Senior Analyst,12.6,94860,Top,0.5,0.43,"Project Management, Process Automation, Natural Language Processing, Financial Modelling, Stakeholder Communication",EMP7300,FTE,Calgary
EMP14327,Finance & Risk,Manager,7.0,129716,Exceeds,0.32,0.77,"Financial Modelling, Process Automation, Machine Learning",EMP2173,FTE,Montreal
EMP14328,Technology,Manager,7.6,103035,Meets,0.24,0.35,"Cloud Computing, Stakeholder Communication, Change Management, Compliance, Data Analysis",EMP6572,FTE,Montreal
EMP14329,Customer Experience,Analyst,1.0,72941,Meets,0.69,0.42,"Data Analysis, SQL, Compliance",EMP8080,FTE,Montreal
EMP14330,Compliance & Legal,Senior Manager,16.6,139614,Meets,0.34,0.33,"Data Analysis, Cloud Computing, Change Management, Project Management, Stakeholder Communication",EMP7873,FTE,Toronto
EMP14331,Customer Experience,Manager,0.5,133160,Low,0.13,0.53,"Stakeholder Communication, Cloud Computing, Python",EMP9753,FTE,Vancouver
EMP14332,Operations,Senior Analyst,2.5,90597,Meets,0.12,0.58,"Project Management, Python",EMP8956,FTE,Remote
EMP14333,Sales & Distribution,Analyst,7.6,58227,Meets,0.51,0.52,"Cloud Computing, Process Automation",EMP4410,FTE,Montreal
EMP14334,Customer Experience,Director,11.5,213618,Meets,0.21,0.6,"Risk Assessment, Stakeholder Communication, Data Analysis, SQL, Project Management",EMP5184,FTE,Calgary
EMP14335,Technology,Senior Analyst,1.3,87204,Meets,0.2,0.41,"SQL, Data Analysis, Python, Cloud Computing, Strategic Planning",EMP1949,FTE,Calgary
EMP14336,Finance & Risk,Analyst,0.8,64650,Exceeds,0.49,0.62,"Change Management, Compliance",EMP3053,Contract,Toronto
EMP14337,Human Resources,VP,6.3,252931,Meets,0.39,0.44,"Compliance, Natural Language Processing, Python, Data Analysis, Financial Modelling",EMP4602,FTE,Vancouver
EMP14338,Finance & Risk,Analyst,4.8,72446,Exceeds,0.28,0.56,"Financial Modelling, Machine Learning",EMP4158,FTE,Toronto
EMP14339,Customer Experience,Analyst,2.5,73201,Exceeds,0.27,0.54,"Stakeholder Communication, SQL, Strategic Planning",EMP3594,Contract,Remote
EMP14340,Technology,VP,11.1,244423,Meets,0.54,0.46,"Change Management, Compliance, Machine Learning, Data Analysis, Natural Language Processing",EMP7189,FTE,Toronto
EMP14341,Compliance & Legal,Manager,2.0,101581,Developing,0.31,0.48,"Project Management, Risk Assessment, SQL, Agile, Strategic Planning",EMP7258,FTE,Toronto
EMP14342,Operations,Analyst,5.2,70592,Meets,0.43,0.67,"Python, Agile, Financial Modelling, Power BI, Machine Learning",EMP9051,Contract,Vancouver
EMP14343,Strategy & Analytics,Analyst,7.9,63753,Meets,0.22,0.26,"Python, Strategic Planning",EMP8522,FTE,Montreal
EMP14344,Finance & Risk,Analyst,3.6,59788,Meets,0.02,0.43,"Machine Learning, Strategic Planning",EMP8472,FTE,Toronto
EMP14345,Operations,Senior Analyst,0.9,84837,Exceeds,0.52,0.78,"Power BI, Excel Advanced, Financial Modelling, Change Management, Stakeholder Communication",EMP8370,FTE,Remote
EMP14346,Customer Experience,Analyst,11.1,63029,Meets,0.14,0.45,"Compliance, Natural Language Processing, Cloud Computing, Process Automation",EMP2361,FTE,Toronto
EMP14347,Compliance & Legal,Manager,2.1,114390,Meets,0.29,0.38,"Natural Language Processing, Process Automation, Compliance",EMP7589,FTE,Toronto
EMP14348,Technology,Analyst,0.6,65198,Meets,0.59,0.39,"Risk Assessment, Compliance, Cloud Computing",EMP4473,FTE,Montreal
EMP14349,Finance & Risk,Analyst,4.5,62080,Meets,0.43,0.6,"Data Analysis, Strategic Planning",EMP3521,FTE,Calgary
EMP14350,Operations,Analyst,3.9,60304,Meets,0.41,0.68,"Process Automation, SQL, Risk Assessment, Machine Learning, Compliance",EMP3285,FTE,Toronto
EMP14351,Strategy & Analytics,Analyst,4.8,71511,Top,0.19,0.41,"Python, Risk Assessment, Agile",EMP6717,FTE,Toronto
EMP14352,Customer Experience,Analyst,9.4,65184,Meets,0.12,0.58,"Financial Modelling, Data Analysis, Compliance",EMP1867,FTE,Calgary
EMP14353,Operations,Director,2.1,179272,Exceeds,0.39,0.63,"Strategic Planning, Agile",EMP2295,FTE,Calgary
EMP14354,Finance & Risk,Senior Analyst,4.1,75680,Exceeds,0.52,0.57,"Python, Change Management, Stakeholder Communication",EMP8609,Contract,Toronto
EMP14355,Technology,Senior Analyst,2.8,91055,Exceeds,0.16,0.47,"Data Analysis, Machine Learning",EMP8436,Contract,Remote
EMP14356,Sales & Distribution,Director,1.9,212115,Developing,0.65,0.25,"Project Management, Agile, Financial Modelling, Machine Learning",EMP8399,FTE,Toronto
EMP14357,Customer Experience,Director,4.4,178510,Meets,0.06,0.59,"Compliance, Agile, Excel Advanced, Natural Language Processing, Project Management",EMP2652,FTE,Remote
EMP14358,Operations,Manager,4.5,114436,Meets,0.51,0.74,"Risk Assessment, Cloud Computing, Project Management, SQL",EMP6616,FTE,Vancouver
EMP14359,Sales & Distribution,Manager,1.2,116940,Exceeds,0.81,0.71,"Natural Language Processing, Financial Modelling, Power BI, Agile, Process Automation",EMP7126,FTE,Montreal
EMP14360,Operations,Analyst,9.9,63803,Developing,0.18,0.79,"Natural Language Processing, Data Analysis, Python",EMP5342,FTE,Toronto
EMP14361,Compliance & Legal,Manager,2.4,109087,Top,0.39,0.28,"SQL, Excel Advanced, Power BI, Change Management, Python",EMP7225,FTE,Montreal
EMP14362,Operations,Analyst,1.1,55424,Exceeds,0.23,0.85,"Natural Language Processing, Project Management, Stakeholder Communication, Excel Advanced, Process Automation",EMP7857,FTE,Toronto
EMP14363,Human Resources,Manager,1.0,131065,Top,0.37,0.3,"Financial Modelling, Strategic Planning, Change Management, Cloud Computing",EMP9275,FTE,Toronto
EMP14364,Technology,Senior Manager,0.3,145316,Exceeds,0.57,0.17,"Agile, Stakeholder Communication",EMP9970,FTE,Vancouver
EMP14365,Operations,Manager,5.7,133958,Meets,0.23,0.71,"Risk Assessment, Data Analysis",EMP9767,FTE,Remote
EMP14366,Human Resources,Analyst,0.2,56590,Top,0.47,0.32,"Risk Assessment, Agile, Machine Learning, Stakeholder Communication",EMP8128,FTE,Montreal
EMP14367,Sales & Distribution,Senior Analyst,0.8,90664,Meets,0.49,0.52,"Process Automation, Natural Language Processing, SQL",EMP5829,Contract,Toronto
EMP14368,Customer Experience,Senior Analyst,2.1,85511,Developing,0.61,0.55,"Process Automation, Financial Modelling, Data Analysis, Strategic Planning, Risk Assessment",EMP5686,FTE,Toronto
EMP14369,Human Resources,Analyst,5.4,61944,Meets,0.28,0.28,"Strategic Planning, Natural Language Processing, Data Analysis, Process Automation",EMP3822,FTE,Toronto
EMP14370,Finance & Risk,Analyst,0.1,56203,Exceeds,1.0,0.87,"Process Automation, Excel Advanced",EMP5338,FTE,Toronto
EMP14371,Technology,Senior Analyst,0.1,89818,Meets,0.68,0.32,"Stakeholder Communication, Power BI",EMP9539,FTE,Montreal
EMP14372,Sales & Distribution,Manager,0.7,122059,Meets,0.63,0.45,"Financial Modelling, Compliance, Data Analysis, Project Management, Change Management",EMP2708,FTE,Remote
EMP14373,Customer Experience,Analyst,0.1,68592,Top,0.57,0.37,"Power BI, Stakeholder Communication, Agile, Change Management, SQL",EMP5970,FTE,Montreal
EMP14374,Finance & Risk,Senior Analyst,6.0,97360,Exceeds,0.47,0.72,"Stakeholder Communication, SQL, Financial Modelling, Strategic Planning, Python",EMP8559,FTE,Vancouver
EMP14375,Human Resources,Manager,9.0,121520,Meets,0.48,0.34,"Cloud Computing, Data Analysis, Excel Advanced, Power BI",EMP6359,FTE,Toronto
EMP14376,Customer Experience,Senior Analyst,1.6,91849,Exceeds,0.55,0.54,"Natural Language Processing, Agile",EMP7873,FTE,Vancouver
EMP14377,Operations,Analyst,3.1,59217,Exceeds,0.9,0.64,"Stakeholder Communication, Cloud Computing",EMP8138,FTE,Vancouver
EMP14378,Operations,Senior Analyst,0.5,77662,Meets,0.36,0.68,"Project Management, Compliance, Stakeholder Communication",EMP3077,FTE,Remote
EMP14379,Customer Experience,Manager,1.7,120852,Meets,0.34,0.71,"Risk Assessment, Excel Advanced",EMP5068,FTE,Vancouver
EMP14380,Customer Experience,Senior Analyst,3.8,92239,Meets,0.47,0.72,"Machine Learning, Strategic Planning, Power BI, Change Management",EMP2789,FTE,Toronto
EMP14381,Human Resources,Senior Analyst,0.1,78225,Meets,0.47,0.57,"Stakeholder Communication, Financial Modelling",EMP6134,FTE,Toronto
EMP14382,Sales & Distribution,Manager,1.9,122184,Exceeds,0.21,0.49,"Cloud Computing, Natural Language Processing, Python",EMP3219,Contract,Remote
EMP14383,Human Resources,Director,2.9,174609,Meets,0.18,0.28,"Risk Assessment, Data Analysis, Agile, Process Automation",EMP2574,FTE,Toronto
EMP14384,Finance & Risk,Director,7.3,199490,Meets,0.29,0.46,"Risk Assessment, Data Analysis",EMP9812,FTE,Toronto
EMP14385,Compliance & Legal,Analyst,0.7,61582,Meets,0.16,0.5,"Change Management, Power BI",EMP5840,FTE,Montreal
EMP14386,Operations,Senior Analyst,4.7,94147,Meets,0.13,0.75,"Power BI, Cloud Computing, SQL, Compliance, Data Analysis",EMP3762,FTE,Remote
EMP14387,Operations,Analyst,3.9,73250,Meets,0.24,0.76,"Data Analysis, Excel Advanced",EMP9908,FTE,Remote
EMP14388,Strategy & Analytics,Senior Manager,12.2,155646,Meets,0.21,0.31,"Financial Modelling, Data Analysis",EMP1007,FTE,Toronto
EMP14389,Finance & Risk,Manager,6.6,104039,Meets,0.29,0.51,"Stakeholder Communication, Project Management, Data Analysis, Change Management, Machine Learning",EMP1165,FTE,Toronto
EMP14390,Strategy & Analytics,Analyst,1.0,57613,Exceeds,0.89,0.28,"Stakeholder Communication, Risk Assessment, Agile",EMP8657,FTE,Montreal
EMP14391,Technology,Senior Analyst,9.5,94071,Developing,0.3,0.27,"Python, Cloud Computing",EMP1042,FTE,Montreal
EMP14392,Technology,Senior Manager,1.6,152512,Meets,0.51,0.48,"Process Automation, Project Management, Power BI",EMP7699,FTE,Vancouver
EMP14393,Strategy & Analytics,Senior Analyst,2.6,96423,Developing,0.35,0.15,"Risk Assessment, Natural Language Processing, Power BI, Cloud Computing, Project Management",EMP6305,FTE,Toronto
EMP14394,Compliance & Legal,Senior Manager,13.8,146454,Exceeds,0.79,0.42,"Excel Advanced, Strategic Planning, Agile",EMP9592,FTE,Vancouver
EMP14395,Sales & Distribution,Director,3.6,190876,Meets,0.15,0.53,"Change Management, Risk Assessment, Power BI, Compliance",EMP2596,Contract,Toronto
EMP14396,Compliance & Legal,Senior Analyst,11.3,92081,Top,0.21,0.46,"Excel Advanced, Risk Assessment, Data Analysis, Strategic Planning, Power BI",EMP3450,FTE,Toronto
EMP14397,Customer Experience,Manager,7.0,133036,Exceeds,0.72,0.68,"SQL, Agile, Financial Modelling, Process Automation",EMP6369,FTE,Toronto
EMP14398,Technology,Senior Analyst,0.5,79455,Exceeds,0.27,0.29,"Compliance, Power BI",EMP5313,Contract,Toronto
EMP14399,Technology,VP,8.3,300795,Top,0.59,0.36,"Stakeholder Communication, Compliance, Strategic Planning, Change Management, Natural Language Processing",EMP5929,FTE,Vancouver
EMP14400,Compliance & Legal,Analyst,1.4,58000,Low,0.19,0.46,"Agile, Stakeholder Communication, Compliance",EMP9466,Contract,Toronto
EMP14401,Finance & Risk,Analyst,0.0,70754,Exceeds,0.93,0.59,"Data Analysis, Python, Compliance",EMP1368,FTE,Calgary
EMP14402,Technology,Director,2.5,170801,Meets,0.35,0.29,"Power BI, Cloud Computing, Stakeholder Communication",EMP3406,FTE,Montreal
EMP14403,Operations,C-Suite,1.2,419987,Top,0.58,0.62,"Agile, Data Analysis, Excel Advanced, Cloud Computing",,FTE,Vancouver
EMP14404,Compliance & Legal,Analyst,7.3,71865,Developing,0.24,0.64,"Project Management, Risk Assessment",EMP7228,Contract,Toronto
EMP14405,Operations,Manager,7.9,102180,Top,0.3,0.7,"Natural Language Processing, Python, Data Analysis, SQL",EMP6651,FTE,Montreal
EMP14406,Operations,Manager,0.8,125795,Top,0.72,0.69,"Compliance, Agile, Data Analysis, Process Automation",EMP6890,FTE,Vancouver
EMP14407,Finance & Risk,Analyst,5.3,62640,Meets,0.11,0.62,"Natural Language Processing, Process Automation, Financial Modelling, Risk Assessment, Machine Learning",EMP1890,Contract,Vancouver
EMP14408,Operations,Analyst,2.6,71158,Meets,0.15,0.72,"Machine Learning, Python",EMP1605,FTE,Calgary
EMP14409,Operations,Manager,12.7,119996,Meets,0.08,0.95,"Strategic Planning, Data Analysis",EMP5327,Contract,Toronto
EMP14410,Human Resources,Analyst,11.6,61649,Low,0.47,0.46,"Excel Advanced, Cloud Computing, Machine Learning, Natural Language Processing, Change Management",EMP8089,Contract,Calgary
EMP14411,Customer Experience,Director,2.7,196422,Exceeds,0.15,0.6,"Excel Advanced, Cloud Computing, Stakeholder Communication, Strategic Planning, Natural Language Processing",EMP6685,FTE,Vancouver
EMP14412,Compliance & Legal,VP,9.3,259222,Exceeds,0.19,0.28,"Data Analysis, Agile, Change Management, Risk Assessment",EMP5380,Contract,Vancouver
EMP14413,Finance & Risk,Manager,6.0,101607,Meets,0.65,0.45,"Machine Learning, Financial Modelling, Data Analysis, Cloud Computing, Agile",EMP3879,FTE,Toronto
EMP14414,Human Resources,Senior Analyst,23.1,82110,Meets,0.1,0.35,"Cloud Computing, Excel Advanced, SQL, Process Automation",EMP5350,FTE,Remote
EMP14415,Operations,Senior Analyst,0.0,87925,Meets,0.65,0.67,"Process Automation, Excel Advanced",EMP1577,FTE,Calgary
EMP14416,Operations,Analyst,0.2,64790,Low,0.82,0.83,"Machine Learning, SQL, Compliance, Python",EMP7453,FTE,Toronto
EMP14417,Human Resources,Senior Manager,0.6,140925,Meets,0.69,0.39,"Power BI, Compliance, SQL, Cloud Computing",EMP9593,Contract,Montreal
EMP14418,Operations,Director,10.6,174608,Developing,0.04,0.86,"Cloud Computing, Strategic Planning",EMP2427,FTE,Toronto
EMP14419,Technology,Manager,3.0,130548,Meets,0.27,0.25,"Process Automation, Risk Assessment, Natural Language Processing, Data Analysis, Project Management",EMP9937,FTE,Toronto
EMP14420,Compliance & Legal,Senior Analyst,1.5,78677,Developing,0.57,0.57,"Compliance, Financial Modelling",EMP7809,FTE,Toronto
EMP14421,Operations,Manager,3.8,104438,Top,0.3,0.71,"Natural Language Processing, Change Management, Excel Advanced, Compliance",EMP9736,FTE,Montreal
EMP14422,Finance & Risk,Senior Analyst,9.4,93939,Exceeds,0.77,0.66,"Cloud Computing, Change Management, Project Management, Excel Advanced, Stakeholder Communication",EMP9577,FTE,Vancouver
EMP14423,Operations,Senior Manager,7.9,143914,Meets,0.43,0.55,"Stakeholder Communication, SQL, Cloud Computing, Excel Advanced",EMP8324,FTE,Calgary
EMP14424,Human Resources,Analyst,3.7,57710,Meets,0.62,0.46,"Project Management, Agile",EMP1325,FTE,Montreal
EMP14425,Finance & Risk,Analyst,12.3,62202,Top,0.51,0.62,"Power BI, Excel Advanced, Compliance, Change Management",EMP8238,FTE,Toronto
EMP14426,Compliance & Legal,Senior Manager,1.2,142818,Meets,0.08,0.38,"Strategic Planning, SQL, Machine Learning, Data Analysis, Financial Modelling",EMP9493,FTE,Remote
EMP14427,Technology,Manager,0.5,109661,Exceeds,0.44,0.45,"Process Automation, Machine Learning, SQL, Excel Advanced",EMP4865,FTE,Remote
EMP14428,Operations,Manager,6.6,133146,Meets,0.1,0.8,"Strategic Planning, Python, Excel Advanced, SQL",EMP5734,FTE,Calgary
EMP14429,Technology,Analyst,4.3,68529,Meets,0.62,0.34,"Cloud Computing, Compliance, Change Management",EMP4402,FTE,Remote
EMP14430,Operations,Analyst,2.2,74531,Exceeds,0.45,0.79,"Project Management, Natural Language Processing, Excel Advanced",EMP1896,FTE,Toronto
EMP14431,Operations,Director,0.8,192852,Low,0.37,0.95,"Python, Change Management",EMP1047,FTE,Remote
EMP14432,Operations,Senior Manager,5.1,156680,Meets,0.45,0.95,"Compliance, Agile, Data Analysis",EMP3973,FTE,Remote
EMP14433,Customer Experience,VP,0.6,255423,Meets,0.5,0.39,"Change Management, Compliance, Python, Excel Advanced",EMP7610,FTE,Montreal
EMP14434,Finance & Risk,VP,5.0,292831,Low,0.16,0.56,"Power BI, Project Management, Python",EMP6898,FTE,Remote
EMP14435,Operations,Manager,5.1,125123,Exceeds,0.46,0.81,"Machine Learning, Natural Language Processing, SQL, Power BI",EMP4243,FTE,Remote
